 Si O  from xyz2data
 
       28368 atoms
           2 atom types
 
    0.00000000      182.772180   xlo xhi
    0.00000000      106.325262   ylo yhi
    0.00000000      80.0000000   zlo zhi

 
 Atoms
 
           1           2  0.498886108       12.1962662       17.0304489    
           2           1   2.53157806       15.1758652       16.3989487    
           3           2   3.02156830       16.5955658       17.0493507    
           4           2   1.13502502       15.4039688       15.5755501    
           5           2  0.498847961       3.33605576       17.0304489    
           6           1   2.53237152       6.31490707       16.3992500    
           7           2   3.02195740       7.73488617       17.0493507    
           8           2   1.13631439       6.54274750       15.5749502    
           9           1   5.03909302       10.7424660       16.3967514    
          10           2   5.53102875       12.1580658       17.0554504    
          11           2   3.68233490       14.6151657       15.3783503    
          12           1   1.32142639       12.9331665       18.2380505    
          13           2   2.28790283       14.0891685       17.5990486    
          14           2   3.63192749       10.9738693       15.5924501    
          15           1   7.55330658       15.1660690       16.3953514    
          16           2   6.14219666       15.3974686       15.5979500    
          17           1   5.03870392       1.88218689       16.3968506    
          18           2   5.53081512       3.29771805       17.0555496    
          19           2   3.68375397       5.75385666       15.3794498    
          20           1   1.32145691       4.07251740       18.2382507    
          21           2   2.28803253       5.22870636       17.5995502    
          22           2   3.63143158       2.11362839       15.5927496    
          23           1   7.55345154       6.30537796       16.3953514    
          24           2   8.04270172       7.71862793       17.0610504    
          25           2   6.17982483       10.1982651       15.3560505    
          26           1   3.84746552       8.49311829       18.2425499    
          27           2   4.81375885       9.64007568       17.5860500    
          28           2   6.14249420       6.53663635       15.5976496    
          29           1   6.36993408       12.9125671       18.2420502    
          30           2   7.33655548       14.0551682       17.5782509    
          31           2   6.17924500       1.33792877       15.3559504    
          32           2   4.81347656      0.779701233       17.5861511    
          33           1   6.36979675       4.05214691       18.2421494    
          34           2   7.33650208       5.19462585       17.5783501    
          35           2   8.04271698       16.5792694       17.0610504    
          36           2   7.85236359      0.324127197       19.2857494    
          37           2  0.254302979       13.6199684       19.2737503    
          38           2  0.254386902       4.75915527       19.2741508    
          39           1   2.29307556       10.5510674       20.0574493    
          40           2   2.78536224       9.19973755       19.2711506    
          41           1   4.83055878       14.9779663       20.0645504    
          42           2   2.23373413       11.8216667       19.0244503    
          43           2   5.31798553       13.6251678       19.2772503    
          44           2   4.76579285       16.2526665       19.0370502    
          45           1   2.29299164       1.69040680       20.0576496    
          46           2   2.78536224      0.339046478       19.2715492    
          47           1   4.83053589       6.11758804       20.0646496    
          48           2   2.23368835       2.96084595       19.0244503    
          49           2   5.31789398       4.76482773       19.2773495    
          50           1   7.36363220       10.5412674       20.0653496    
          51           2   4.76588440       7.39243698       19.0373497    
          52           2   7.85233307       9.18458557       19.2855492    
          53           2   7.29157257       11.8095665       19.0303497    
          54           1   7.36351776       1.68076706       20.0654507    
          55           2   7.29141235       2.94906616       19.0303497    
          56           2   7.69154358      0.459968567       30.1434498    
          57           2  0.223800659       11.9625664       22.7105503    
          58           2  0.517631531       12.2102661       28.0173492    
          59           2  0.498497009       13.4393692       24.9304504    
          60           2   7.41958618E-02   13.7494659       30.1432495    
          61           1   2.28183746       15.0531693       21.9063492    
          62           2   2.76378632       16.3944702       22.7163506    
          63           1   2.53162384       15.2149658       27.4058495    
          64           2   3.05476379       16.6409683       28.0176506    
          65           2  0.807678223       15.3238678       21.2475510    
          66           1   2.13303375       14.8865662       32.8963509    
          67           2   2.56969452       16.0611649       33.9375496    
          68           2   1.14425659       15.4599686       26.5696507    
          69           2  0.639610291       15.1914673       32.3061523    
          70           2  0.223861694       3.10219574       22.7105503    
          71           2  0.517608643       3.34981537       28.0173492    
          72           2  0.498504639       4.57887650       24.9305496    
          73           1   2.28185272       6.19269562       21.9064503    
          74           2   2.76377869       7.53405762       22.7164497    
          75           2  0.806732178       10.2998657       20.6959496    
          76           1   2.53156281       6.35451889       27.4058495    
          77           1   2.53201294       10.4325676       25.5699501    
          78           2   3.05472565       7.78059769       28.0175495    
